"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
1526,1658597530,"FoursquareNYC","specific","specific",2,1,"U","NN",97.5000023842,0.9774084091,3824573,68166.93,3892739.93,952965,52678,"False",99.0625023842,"U-specific-NN","FoursquareNYC_r4-specific-2"
1527,1658597530,"FoursquareNYC","specific","specific",2,1,"U","RF",96.5625,0.9577720207,3824573,4612.86,3829185.86,952965,52678,"False",99.0625,"U-specific-RF","FoursquareNYC_r4-specific-2"
1569,1658602020,"FoursquareNYC","specific","specific",3,1,"U","NN",97.5328922272,0.9811840653,3961449,67476.217,4028925.217,981536,53938,"False",98.6842095852,"U-specific-NN","FoursquareNYC_r4-specific-3"
1570,1658602020,"FoursquareNYC","specific","specific",3,1,"U","RF",96.7105263158,0.9557512953,3961449,4770.301,3966219.301,981536,53938,"False",98.6842105263,"U-specific-RF","FoursquareNYC_r4-specific-3"
1612,1658606601,"FoursquareNYC","specific","specific",4,1,"U","NN",97.413790226,0.9765341878,3979556,65739.658,4045295.658,995349,54856,"False",98.9655196667,"U-specific-NN","FoursquareNYC_r4-specific-4"
1613,1658606601,"FoursquareNYC","specific","specific",4,1,"U","RF",97.7586206897,0.9733678756,3979556,4644.7,3984200.7,995349,54856,"False",99.3103448276,"U-specific-RF","FoursquareNYC_r4-specific-4"
1655,1658611291,"FoursquareNYC","specific","specific",5,1,"U","NN",98.1949448586,0.9847989082,4125843,65531.093,4191374.093,1002369,55246,"False",99.4584858418,"U-specific-NN","FoursquareNYC_r4-specific-5"
1656,1658611291,"FoursquareNYC","specific","specific",5,1,"U","RF",96.5703971119,0.96,4125843,4702.308,4130545.308,1002369,55246,"False",99.2779783394,"U-specific-RF","FoursquareNYC_r4-specific-5"
1657,1670991707.65657,"GoTrack","specific","specific",1,1,"DEEPEST","-",65.2941176471,0.6308045181,8233660.539,8233660.539,8233660.539,0,0,"False",100,"DEEPEST-specific--","GoTrack-specific-1"
1658,-1,"GoTrack","specific","specific",1,1,"Dodge","NN",0,0,0,0,0,0,0,"True",0,"Dodge-specific-NN","GoTrack-specific-1"
1659,1660037679,"GoTrack","specific","specific",1,1,"HL","NN",79.4117629528,0.7941175699,316741,9189.07,325930.07,269145,5780,"False",100,"HL-specific-NN","GoTrack-specific-1"
1660,1660037679,"GoTrack","specific","specific",1,1,"HL","RF",70.5882352941,0.695,316741,2120.862,318861.862,269145,5780,"False",100,"HL-specific-RF","GoTrack-specific-1"
1665,1660037862,"GoTrack","specific","specific",1,1,"HpL","NN",70.5882370472,0.7058823109,165707,9222.507,174929.507,30764,7809,"False",100,"HpL-specific-NN","GoTrack-specific-1"
1666,1660037862,"GoTrack","specific","specific",1,1,"HpL","RF",70.5882352941,0.695,165707,1848.913,167555.913,30764,7809,"False",100,"HpL-specific-RF","GoTrack-specific-1"
1667,1661811749,"GoTrack","specific","specific",1,1,"HpTR50L","NN",79.4117629528,0.7941175699,227323,9429.358,236752.358,43909,8256,"False",100,"HpTR50L-specific-NN","GoTrack-specific-1"
1668,1661811749,"GoTrack","specific","specific",1,1,"HpTR50L","RF",70.5882352941,0.695,227323,2080.276,229403.276,43909,8256,"False",100,"HpTR50L-specific-RF","GoTrack-specific-1"
1669,1661812516,"GoTrack","specific","specific",1,1,"HpTR75L","NN",79.4117629528,0.7941175699,203968,9446.132,213414.132,37940,8209,"False",100,"HpTR75L-specific-NN","GoTrack-specific-1"
1670,1661812516,"GoTrack","specific","specific",1,1,"HpTR75L","RF",70.5882352941,0.695,203968,2153.433,206121.433,37940,8209,"False",100,"HpTR75L-specific-RF","GoTrack-specific-1"
1661,1661811505,"GoTrack","specific","specific",1,1,"HTR50L","NN",88.2352948189,0.8823528886,574128,9106.846,583234.846,246855,5364,"False",100,"HTR50L-specific-NN","GoTrack-specific-1"
1662,1661811505,"GoTrack","specific","specific",1,1,"HTR50L","RF",82.3529411765,0.82,574128,2065.529,576193.529,246855,5364,"False",100,"HTR50L-specific-RF","GoTrack-specific-1"
1663,1661812296,"GoTrack","specific","specific",1,1,"HTR75L","NN",82.3529422283,0.8235293627,528361,9013.338,537374.338,255264,5565,"False",100,"HTR75L-specific-NN","GoTrack-specific-1"
1664,1661812296,"GoTrack","specific","specific",1,1,"HTR75L","RF",76.4705882353,0.76,528361,2168.11,530529.11,255264,5565,"False",100,"HTR75L-specific-RF","GoTrack-specific-1"
1671,-1,"GoTrack","specific","specific",1,1,"MARC","-",82.3529411765,0.8229166667,119482,119482,119482,0,0,"False",100,"MARC-specific--","GoTrack-specific-1"
1672,1661812665,"GoTrack","specific","specific",1,1,"MML","NN",82.3529422283,0.8235293627,129685,9034.933,138719.933,277503,6860,"False",100,"MML-specific-NN","GoTrack-specific-1"
1673,1661812665,"GoTrack","specific","specific",1,1,"MML","RF",73.5294117647,0.725,129685,2322.99,132007.99,277503,6860,"False",100,"MML-specific-RF","GoTrack-specific-1"
1674,1661812724,"GoTrack","specific","specific",1,1,"MMpL","NN",79.4117629528,0.7941175699,41554,8860.33,50414.33,20874,1053,"False",100,"MMpL-specific-NN","GoTrack-specific-1"
1675,1661812724,"GoTrack","specific","specific",1,1,"MMpL","RF",73.5294117647,0.73,41554,1948.335,43502.335,20874,1053,"False",100,"MMpL-specific-RF","GoTrack-specific-1"
1676,-1,"GoTrack","specific","specific",1,1,"Movelets","NN",79.4117629528,0.7941175699,48719,8942.263,57661.263,0,0,"False",100,"Movelets-specific-NN","GoTrack-specific-1"
1677,-1,"GoTrack","specific","specific",1,1,"Movelets","RF",82.3529411765,0.82,48719,1964.51,50683.51,0,0,"False",100,"Movelets-specific-RF","GoTrack-specific-1"
1678,-1,"GoTrack","specific","lat_lon_1",1,1,"NPOI_1","-",76.4705882353,0.7638888889,9801.387,0,9801.387,0,0,"False",100,"NPOI_1-lat_lon_1--","GoTrack-specific-1"
1679,-1,"GoTrack","specific","lat_lon_1_2_3",1,1,"NPOI_1_2_3","-",79.4117647059,0.7925021796,9801.387,0,9801.387,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","GoTrack-specific-1"
1680,-1,"GoTrack","specific","lat_lon_2",1,1,"NPOI_2","-",76.4705882353,0.7647058824,9801.387,0,9801.387,0,0,"False",100,"NPOI_2-lat_lon_2--","GoTrack-specific-1"
1681,-1,"GoTrack","specific","lat_lon_3",1,1,"NPOI_3","-",61.7647058824,0.5729468599,9801.387,0,9801.387,0,0,"False",100,"NPOI_3-lat_lon_3--","GoTrack-specific-1"
1682,1660037347,"GoTrack","specific","specific",1,1,"RL","NN",85.2941155434,0.8529410958,91737,9073.609,100810.609,27816,4057,"False",100,"RL-specific-NN","GoTrack-specific-1"
1683,1660037347,"GoTrack","specific","specific",1,1,"RL","RF",82.3529411765,0.82,91737,1869.774,93606.774,27816,4057,"False",100,"RL-specific-RF","GoTrack-specific-1"
1684,1662559981,"GoTrack","specific","specific",1,1,"SML","NN",55.8823525906,0.5588234663,178085,33062.782,211147.782,201,14,"False",100,"SML-specific-NN","GoTrack-specific-1"
1685,1662559981,"GoTrack","specific","specific",1,1,"SML","RF",55.8823529412,0.525,178085,3205.523,181290.523,201,14,"False",100,"SML-specific-RF","GoTrack-specific-1"
1686,1662560257,"GoTrack","specific","specific",1,1,"SMLD2","NN",58.8235318661,0.5882352591,177129,21127.331,198256.331,134,12,"False",100,"SMLD2-specific-NN","GoTrack-specific-1"
1687,1662560257,"GoTrack","specific","specific",1,1,"SMLD2","RF",58.8235294118,0.55,177129,1985.118,179114.118,134,12,"False",100,"SMLD2-specific-RF","GoTrack-specific-1"
1705,1669764077.37126,"GoTrack","specific","specific",1,1,"TRF","-",74.7058823529,0.742227186,3965901.302,3965901.302,3965901.302,0,0,"False",0,"TRF-specific--","GoTrack-specific-1"
1706,1670436948.06953,"GoTrack","specific","specific",1,1,"TXGB","-",73.8235294118,0.7326390246,7647232.804,7647232.804,7647232.804,0,0,"False",0,"TXGB-specific--","GoTrack-specific-1"
1707,1660037233,"GoTrack","specific","specific",1,1,"U","NN",82.3529422283,0.8235293627,67644,10137.258,77781.258,55422,13426,"False",100,"U-specific-NN","GoTrack-specific-1"
1708,1660037233,"GoTrack","specific","specific",1,1,"U","RF",70.5882352941,0.69,67644,2029.292,69673.292,55422,13426,"False",100,"U-specific-RF","GoTrack-specific-1"
1709,-1,"GoTrack","specific","specific",1,1,"Xiao","NN",0,0,0,0,0,0,0,"True",0,"Xiao-specific-NN","GoTrack-specific-1"
1710,1660038042,"GoTrack","specific","specific",1,1,"Zheng","NN",55.8823525906,0.5588234663,648,8710.615,9358.615,0,0,"False",100,"Zheng-specific-NN","GoTrack-specific-1"
1711,1660038042,"GoTrack","specific","specific",1,1,"Zheng","RF",82.3529411765,0.82,648,2066.31,2714.31,0,0,"False",100,"Zheng-specific-RF","GoTrack-specific-1"
1712,1671002800.36078,"GoTrack","specific","specific",2,1,"DEEPEST","-",64.5454545455,0.6450404492,11088249.507,11088249.507,11088249.507,0,0,"False",100,"DEEPEST-specific--","GoTrack_r4-specific-2"
1763,1671013066.1687,"GoTrack","specific","specific",3,1,"DEEPEST","-",76.5625,0.7646013456,10261413.282,10261413.282,10261413.282,0,0,"False",100,"DEEPEST-specific--","GoTrack_r4-specific-3"
1814,1671025397.32556,"GoTrack","specific","specific",4,1,"DEEPEST","-",75.625,0.7457434949,12326487.049,12326487.049,12326487.049,0,0,"False",100,"DEEPEST-specific--","GoTrack_r4-specific-4"
1865,1671036843.82766,"GoTrack","specific","specific",5,1,"DEEPEST","-",77.5,0.7730847139,11441849.298,11441849.298,11441849.298,0,0,"False",100,"DEEPEST-specific--","GoTrack_r4-specific-5"
1713,-1,"GoTrack","specific","specific",2,1,"Dodge","NN",0,0,0,0,0,0,0,"True",0,"Dodge-specific-NN","GoTrack_r4-specific-2"
1764,-1,"GoTrack","specific","specific",3,1,"Dodge","NN",0,0,0,0,0,0,0,"True",0,"Dodge-specific-NN","GoTrack_r4-specific-3"
1815,-1,"GoTrack","specific","specific",4,1,"Dodge","NN",0,0,0,0,0,0,0,"True",0,"Dodge-specific-NN","GoTrack_r4-specific-4"
1866,-1,"GoTrack","specific","specific",5,1,"Dodge","NN",0,0,0,0,0,0,0,"True",0,"Dodge-specific-NN","GoTrack_r4-specific-5"
1714,1669673919,"GoTrack","specific","specific",2,1,"HL","NN",75.7575750351,0.7575756907,713128,21723.207,734851.207,221649,4503,"False",100,"HL-specific-NN","GoTrack_r4-specific-2"
1715,1669673919,"GoTrack","specific","specific",2,1,"HL","RF",78.7878787879,0.79,713128,1949.204,715077.204,221649,4503,"False",100,"HL-specific-RF","GoTrack_r4-specific-2"
1765,1669674762,"GoTrack","specific","specific",3,1,"HL","NN",84.375,0.8437499404,813047,22595.426,835642.426,235641,4682,"False",100,"HL-specific-NN","GoTrack_r4-specific-3"
1766,1669674762,"GoTrack","specific","specific",3,1,"HL","RF",84.375,0.845,813047,2105.987,815152.987,235641,4682,"False",100,"HL-specific-RF","GoTrack_r4-specific-3"
1816,1669675782,"GoTrack","specific","specific",4,1,"HL","NN",81.25,0.8124999404,988186,22355.871,1010541.871,238110,4785,"False",100,"HL-specific-NN","GoTrack_r4-specific-4"
1817,1669675782,"GoTrack","specific","specific",4,1,"HL","RF",78.125,0.77,988186,1772.284,989958.284,238110,4785,"False",100,"HL-specific-RF","GoTrack_r4-specific-4"
1867,1669676544,"GoTrack","specific","specific",5,1,"HL","NN",93.75,0.9374999404,730836,22860.321,753696.321,240984,4910,"False",100,"HL-specific-NN","GoTrack_r4-specific-5"
1868,1669676544,"GoTrack","specific","specific",5,1,"HL","RF",84.375,0.835,730836,1868.82,732704.82,240984,4910,"False",100,"HL-specific-RF","GoTrack_r4-specific-5"
1720,1669676857,"GoTrack","specific","specific",2,1,"HpL","NN",72.7272748947,0.7272726893,281607,9743.766,291350.766,55017,8343,"False",100,"HpL-specific-NN","GoTrack_r4-specific-2"
1721,1669676857,"GoTrack","specific","specific",2,1,"HpL","RF",81.8181818182,0.8180147059,281607,4428.354,286035.354,55017,8343,"False",100,"HpL-specific-RF","GoTrack_r4-specific-2"
1771,1669779870,"GoTrack","specific","specific",3,1,"HpL","NN",81.25,0.8124999404,295592,9360.474,304952.474,56084,8224,"False",100,"HpL-specific-NN","GoTrack_r4-specific-3"
1772,1669779870,"GoTrack","specific","specific",3,1,"HpL","RF",81.25,0.8117647059,295592,2111.868,297703.868,56084,8224,"False",100,"HpL-specific-RF","GoTrack_r4-specific-3"
1822,1669780180,"GoTrack","specific","specific",4,1,"HpL","NN",78.125,0.7812499404,290759,9724.304,300483.304,56942,8530,"False",100,"HpL-specific-NN","GoTrack_r4-specific-4"
1823,1669780180,"GoTrack","specific","specific",4,1,"HpL","RF",68.75,0.6536796537,290759,1913.591,292672.591,56942,8530,"False",100,"HpL-specific-RF","GoTrack_r4-specific-4"
1873,1669780469,"GoTrack","specific","specific",5,1,"HpL","NN",93.75,0.9374999404,269055,9364.023,278419.023,56174,7836,"False",100,"HpL-specific-NN","GoTrack_r4-specific-5"
1874,1669780469,"GoTrack","specific","specific",5,1,"HpL","RF",87.5,0.873015873,269055,2311.141,271366.141,56174,7836,"False",100,"HpL-specific-RF","GoTrack_r4-specific-5"
1722,1669783946,"GoTrack","specific","specific",2,1,"HpTR50L","NN",72.7272748947,0.7272726893,263536,9148.225,272684.225,55134,8343,"False",100,"HpTR50L-specific-NN","GoTrack_r4-specific-2"
1723,1669783946,"GoTrack","specific","specific",2,1,"HpTR50L","RF",81.8181818182,0.8180147059,263536,2257.866,265793.866,55134,8343,"False",100,"HpTR50L-specific-RF","GoTrack_r4-specific-2"
1773,1669784240,"GoTrack","specific","specific",3,1,"HpTR50L","NN",81.25,0.8124999404,274779,9225.7,284004.7,56201,8225,"False",100,"HpTR50L-specific-NN","GoTrack_r4-specific-3"
1774,1669784240,"GoTrack","specific","specific",3,1,"HpTR50L","RF",81.25,0.8117647059,274779,1948.499,276727.499,56201,8225,"False",100,"HpTR50L-specific-RF","GoTrack_r4-specific-3"
1824,1669784546,"GoTrack","specific","specific",4,1,"HpTR50L","NN",78.125,0.7812499404,286867,9179.823,296046.823,57054,8530,"False",100,"HpTR50L-specific-NN","GoTrack_r4-specific-4"
1825,1669784546,"GoTrack","specific","specific",4,1,"HpTR50L","RF",68.75,0.6536796537,286867,2150.373,289017.373,57054,8530,"False",100,"HpTR50L-specific-RF","GoTrack_r4-specific-4"
1875,1669784850,"GoTrack","specific","specific",5,1,"HpTR50L","NN",93.75,0.9374999404,284239,9320.552,293559.552,56295,7836,"False",100,"HpTR50L-specific-NN","GoTrack_r4-specific-5"
1876,1669784850,"GoTrack","specific","specific",5,1,"HpTR50L","RF",87.5,0.873015873,284239,2186.012,286425.012,56295,7836,"False",100,"HpTR50L-specific-RF","GoTrack_r4-specific-5"
1724,1669788346,"GoTrack","specific","specific",2,1,"HpTR75L","NN",69.6969687939,0.6969696283,267593,9353.255,276946.255,55034,8343,"False",100,"HpTR75L-specific-NN","GoTrack_r4-specific-2"
1725,1669788346,"GoTrack","specific","specific",2,1,"HpTR75L","RF",81.8181818182,0.8180147059,267593,2141.937,269734.937,55034,8343,"False",100,"HpTR75L-specific-RF","GoTrack_r4-specific-2"
1775,1669788647,"GoTrack","specific","specific",3,1,"HpTR75L","NN",81.25,0.8124999404,281891,9284.768,291175.768,56095,8224,"False",100,"HpTR75L-specific-NN","GoTrack_r4-specific-3"
1776,1669788647,"GoTrack","specific","specific",3,1,"HpTR75L","RF",81.25,0.8117647059,281891,2162.229,284053.229,56095,8224,"False",100,"HpTR75L-specific-RF","GoTrack_r4-specific-3"
1826,1669788958,"GoTrack","specific","specific",4,1,"HpTR75L","NN",78.125,0.7812499404,290611,9472.533,300083.533,56966,8530,"False",100,"HpTR75L-specific-NN","GoTrack_r4-specific-4"
1827,1669788958,"GoTrack","specific","specific",4,1,"HpTR75L","RF",71.875,0.6945917285,290611,2316.303,292927.303,56966,8530,"False",100,"HpTR75L-specific-RF","GoTrack_r4-specific-4"
1877,1669789229,"GoTrack","specific","specific",5,1,"HpTR75L","NN",93.75,0.9374999404,251810,9603.429,261413.429,56181,7838,"False",100,"HpTR75L-specific-NN","GoTrack_r4-specific-5"
1878,1669789229,"GoTrack","specific","specific",5,1,"HpTR75L","RF",87.5,0.873015873,251810,2004.257,253814.257,56181,7838,"False",100,"HpTR75L-specific-RF","GoTrack_r4-specific-5"
1716,1669781185,"GoTrack","specific","specific",2,1,"HTR50L","NN",75.7575750351,0.7575756907,697334,9054.189,706388.189,221649,4505,"False",100,"HTR50L-specific-NN","GoTrack_r4-specific-2"
1717,1669781185,"GoTrack","specific","specific",2,1,"HTR50L","RF",78.7878787879,0.7878787879,697334,2188.45,699522.45,221649,4505,"False",100,"HTR50L-specific-RF","GoTrack_r4-specific-2"
1767,1669782044,"GoTrack","specific","specific",3,1,"HTR50L","NN",81.25,0.8124999404,841019,9268.281,850287.281,235641,4684,"False",100,"HTR50L-specific-NN","GoTrack_r4-specific-3"
1768,1669782044,"GoTrack","specific","specific",3,1,"HTR50L","RF",87.5,0.8745098039,841019,2151.818,843170.818,235641,4684,"False",100,"HTR50L-specific-RF","GoTrack_r4-specific-3"
1818,1669782910,"GoTrack","specific","specific",4,1,"HTR50L","NN",81.25,0.8124999404,847889,9186.086,857075.086,238110,4786,"False",100,"HTR50L-specific-NN","GoTrack_r4-specific-4"
1819,1669782910,"GoTrack","specific","specific",4,1,"HTR50L","RF",78.125,0.7702564103,847889,2053.548,849942.548,238110,4786,"False",100,"HTR50L-specific-RF","GoTrack_r4-specific-4"
1869,1669783664,"GoTrack","specific","specific",5,1,"HTR50L","NN",93.75,0.9374999404,736408,9018.729,745426.729,240984,4912,"False",100,"HTR50L-specific-NN","GoTrack_r4-specific-5"
1870,1669783664,"GoTrack","specific","specific",5,1,"HTR50L","RF",87.5,0.873015873,736408,2205.268,738613.268,240984,4912,"False",100,"HTR50L-specific-RF","GoTrack_r4-specific-5"
1718,1669785587,"GoTrack","specific","specific",2,1,"HTR75L","NN",75.7575750351,0.7575756907,717574,9158.322,726732.322,221649,4505,"False",100,"HTR75L-specific-NN","GoTrack_r4-specific-2"
1719,1669785587,"GoTrack","specific","specific",2,1,"HTR75L","RF",78.7878787879,0.7878787879,717574,1974.306,719548.306,221649,4505,"False",100,"HTR75L-specific-RF","GoTrack_r4-specific-2"
1769,1669786415,"GoTrack","specific","specific",3,1,"HTR75L","NN",84.375,0.8437499404,810860,8887.583,819747.583,235641,4682,"False",100,"HTR75L-specific-NN","GoTrack_r4-specific-3"
1770,1669786415,"GoTrack","specific","specific",3,1,"HTR75L","RF",84.375,0.842364532,810860,2049.641,812909.641,235641,4682,"False",100,"HTR75L-specific-RF","GoTrack_r4-specific-3"
1820,1669787296,"GoTrack","specific","specific",4,1,"HTR75L","NN",81.25,0.8124999404,863139,9120.062,872259.062,238110,4786,"False",100,"HTR75L-specific-NN","GoTrack_r4-specific-4"
1821,1669787296,"GoTrack","specific","specific",4,1,"HTR75L","RF",81.25,0.8056680162,863139,2259.822,865398.822,238110,4786,"False",100,"HTR75L-specific-RF","GoTrack_r4-specific-4"
1871,1669788061,"GoTrack","specific","specific",5,1,"HTR75L","NN",93.75,0.9374999404,746521,9058.503,755579.503,240984,4910,"False",100,"HTR75L-specific-NN","GoTrack_r4-specific-5"
1872,1669788061,"GoTrack","specific","specific",5,1,"HTR75L","RF",84.375,0.8398398398,746521,2043.348,748564.348,240984,4910,"False",100,"HTR75L-specific-RF","GoTrack_r4-specific-5"
1726,-1,"GoTrack","specific","specific",2,1,"MARC","-",66.6666666667,0.665437788,44469,44469,44469,0,0,"False",100,"MARC-specific--","GoTrack_r4-specific-2"
1777,-1,"GoTrack","specific","specific",3,1,"MARC","-",81.25,0.8125,38537,38537,38537,0,0,"False",100,"MARC-specific--","GoTrack_r4-specific-3"
1828,-1,"GoTrack","specific","specific",4,1,"MARC","-",68.75,0.6825396825,33276,33276,33276,0,0,"False",100,"MARC-specific--","GoTrack_r4-specific-4"
1879,-1,"GoTrack","specific","specific",5,1,"MARC","-",75,0.75,48185,48185,48185,0,0,"False",100,"MARC-specific--","GoTrack_r4-specific-5"
1727,1669789372,"GoTrack","specific","specific",2,1,"MML","NN",75.7575750351,0.7575756907,123404,9176.97,132580.97,288942,7178,"False",100,"MML-specific-NN","GoTrack_r4-specific-2"
1728,1669789372,"GoTrack","specific","specific",2,1,"MML","RF",75.7575757576,0.7573529412,123404,2060.523,125464.523,288942,7178,"False",100,"MML-specific-RF","GoTrack_r4-specific-2"
1778,1669789515,"GoTrack","specific","specific",3,1,"MML","NN",84.375,0.8437499404,123885,9546.529,133431.529,296274,6742,"False",100,"MML-specific-NN","GoTrack_r4-specific-3"
1779,1669789515,"GoTrack","specific","specific",3,1,"MML","RF",81.25,0.8117647059,123885,2004.996,125889.996,296274,6742,"False",100,"MML-specific-RF","GoTrack_r4-specific-3"
1829,1669789666,"GoTrack","specific","specific",4,1,"MML","NN",81.25,0.8124999404,132035,9041.092,141076.092,305376,7150,"False",100,"MML-specific-NN","GoTrack_r4-specific-4"
1830,1669789666,"GoTrack","specific","specific",4,1,"MML","RF",78.125,0.7702564103,132035,2037.042,134072.042,305376,7150,"False",100,"MML-specific-RF","GoTrack_r4-specific-4"
