"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
1316,1653209220,"FoursquareNYC","generic","generic",2,1,"HL","RF",57.1875,0.4869430052,3669685,3362.717,3673047.717,4926285,12752,"False",76.5625,"HL-generic-RF","FoursquareNYC_r4-generic-2"
1358,1653212954,"FoursquareNYC","generic","generic",3,1,"HL","NN",64.9671077728,0.6174128056,3640858,33752.762,3674610.762,5008878,12644,"False",80.9210538864,"HL-generic-NN","FoursquareNYC_r4-generic-3"
1359,1653212954,"FoursquareNYC","generic","generic",3,1,"HL","RF",53.6184210526,0.4287564767,3640858,3266.268,3644124.268,5008878,12644,"False",74.8355263158,"HL-generic-RF","FoursquareNYC_r4-generic-3"
1401,1653217036,"FoursquareNYC","generic","generic",4,1,"HL","NN",66.2068963051,0.6792449951,3990936,35274.155,4026210.155,5348952,13863,"False",83.7931036949,"HL-generic-NN","FoursquareNYC_r4-generic-4"
1402,1653217036,"FoursquareNYC","generic","generic",4,1,"HL","RF",54.4827586207,0.4722279793,3990936,3329.83,3994265.83,5348952,13863,"False",75.8620689655,"HL-generic-RF","FoursquareNYC_r4-generic-4"
1443,1653220953,"FoursquareNYC","generic","generic",5,1,"HL","NN",67.1480119228,0.6910633445,3819562,35394.007,3854956.007,5212557,13723,"False",85.9205782413,"HL-generic-NN","FoursquareNYC_r4-generic-5"
1444,1653220953,"FoursquareNYC","generic","generic",5,1,"HL","RF",57.9422382671,0.5019689119,3819562,3283.112,3822845.112,5212557,13723,"False",78.1588447653,"HL-generic-RF","FoursquareNYC_r4-generic-5"
1486,1652944095,"FoursquareNYC","specific","specific",2,1,"HL","NN",97.65625,0.9817504883,10339586,36450.016,10376036.016,17605200,13914,"False",98.7500011921,"HL-specific-NN","FoursquareNYC_r4-specific-2"
1487,1652944095,"FoursquareNYC","specific","specific",2,1,"HL","RF",95.15625,0.9419170984,10339586,3288.595,10342874.595,17605200,13914,"False",99.0625,"HL-specific-RF","FoursquareNYC_r4-specific-2"
1529,1652956305,"FoursquareNYC","specific","specific",3,1,"HL","NN",98.026317358,0.9886325002,12113738,35892.263,12149630.263,18158040,14179,"False",98.848682642,"HL-specific-NN","FoursquareNYC_r4-specific-3"
1530,1652956305,"FoursquareNYC","specific","specific",3,1,"HL","RF",96.5460526316,0.9541450777,12113738,3285.777,12117023.777,18158040,14179,"False",98.5197368421,"HL-specific-RF","FoursquareNYC_r4-specific-3"
1572,1652967382,"FoursquareNYC","specific","specific",4,1,"HL","NN",97.413790226,0.9771218896,10975400,34847.064,11010247.064,17767635,14112,"False",98.9655196667,"HL-specific-NN","FoursquareNYC_r4-specific-4"
1573,1652967382,"FoursquareNYC","specific","specific",4,1,"HL","RF",95.6896551724,0.9481865285,10975400,3337.411,10978737.411,17767635,14112,"False",98.6206896552,"HL-specific-RF","FoursquareNYC_r4-specific-4"
1615,1652979806,"FoursquareNYC","specific","specific",5,1,"HL","NN",99.0974724293,0.9931035042,12327279,36247.648,12363526.648,18755505,14855,"False",99.4584858418,"HL-specific-NN","FoursquareNYC_r4-specific-5"
1616,1652979806,"FoursquareNYC","specific","specific",5,1,"HL","RF",96.9314079422,0.9620207254,12327279,3310.136,12330589.136,18755505,14855,"False",99.2779783394,"HL-specific-RF","FoursquareNYC_r4-specific-5"
1317,1653223025,"FoursquareNYC","generic","generic",2,1,"HpL","NN",73.1249988079,0.7520134449,1976642,38826.8,2015468.8,643086,23297,"False",89.5312488079,"HpL-generic-NN","FoursquareNYC_r4-generic-2"
1318,1653223025,"FoursquareNYC","generic","generic",2,1,"HpL","RF",65.15625,0.5719689119,1976642,3432.429,1980074.429,643086,23297,"False",85.78125,"HpL-generic-RF","FoursquareNYC_r4-generic-2"
1360,1653225425,"FoursquareNYC","generic","generic",3,1,"HpL","NN",69.2434191704,0.6887286901,2231475,40850.503,2272325.503,672133,24041,"False",85.6907904148,"HpL-generic-NN","FoursquareNYC_r4-generic-3"
1361,1653225425,"FoursquareNYC","generic","generic",3,1,"HpL","RF",61.6776315789,0.5230051813,2231475,3493.051,2234968.051,672133,24041,"False",80.2631578947,"HpL-generic-RF","FoursquareNYC_r4-generic-3"
1403,1653228108,"FoursquareNYC","generic","generic",4,1,"HpL","NN",72.2413778305,0.723508358,2512390,39369.315,2551759.315,691085,24807,"False",85.862070322,"HpL-generic-NN","FoursquareNYC_r4-generic-4"
1404,1653228108,"FoursquareNYC","generic","generic",4,1,"HpL","RF",63.9655172414,0.5576165803,2512390,3542.899,2515932.899,691085,24807,"False",83.1034482759,"HpL-generic-RF","FoursquareNYC_r4-generic-4"
1445,1653230710,"FoursquareNYC","generic","generic",5,1,"HpL","NN",75.2707600594,0.756487608,2427688,39990.651,2467678.651,704515,25234,"False",88.4476542473,"HpL-generic-NN","FoursquareNYC_r4-generic-5"
1446,1653230710,"FoursquareNYC","generic","generic",5,1,"HpL","RF",64.6209386282,0.5660103627,2427688,3561.793,2431249.793,704515,25234,"False",83.0324909747,"HpL-generic-RF","FoursquareNYC_r4-generic-5"
1488,1652987645,"FoursquareNYC","specific","specific",2,1,"HpL","NN",98.2812523842,0.9861201644,7737138,40451.816,7777589.816,1406429,21318,"False",99.0625023842,"HpL-specific-NN","FoursquareNYC_r4-specific-2"
1489,1652987645,"FoursquareNYC","specific","specific",2,1,"HpL","RF",95.9375,0.9486528497,7737138,3743.402,7740881.402,1406429,21318,"False",98.90625,"HpL-specific-RF","FoursquareNYC_r4-specific-2"
1531,1652996041,"FoursquareNYC","specific","specific",3,1,"HpL","NN",97.0394730568,0.9810858965,8228139,36794.814,8264933.814,1484027,22343,"False",98.6842095852,"HpL-specific-NN","FoursquareNYC_r4-specific-3"
1532,1652996041,"FoursquareNYC","specific","specific",3,1,"HpL","RF",96.3815789474,0.954611399,8228139,3775.753,8231914.753,1484027,22343,"False",98.3552631579,"HpL-specific-RF","FoursquareNYC_r4-specific-3"
1574,1653004719,"FoursquareNYC","specific","specific",4,1,"HpL","NN",97.7586209774,0.9807584882,8520290,37995.509,8558285.509,1474266,22058,"False",99.655175209,"HpL-specific-NN","FoursquareNYC_r4-specific-4"
1575,1653004719,"FoursquareNYC","specific","specific",4,1,"HpL","RF",95.6896551724,0.9469430052,8520290,3742.178,8524032.178,1474266,22058,"False",99.1379310345,"HpL-specific-RF","FoursquareNYC_r4-specific-4"
1617,1653014166,"FoursquareNYC","specific","specific",5,1,"HpL","NN",98.555958271,0.9900792241,9283632,38398.93,9322030.93,1568987,23173,"False",99.2779791355,"HpL-specific-NN","FoursquareNYC_r4-specific-5"
1618,1653014166,"FoursquareNYC","specific","specific",5,1,"HpL","RF",97.1119133574,0.9614507772,9283632,3609.588,9287241.588,1568987,23173,"False",99.4584837545,"HpL-specific-RF","FoursquareNYC_r4-specific-5"
1319,-1,"FoursquareNYC","generic","generic",2,1,"MARC","-",76.40625,0.7267287319,986911,986911,986911,0,0,"False",91.25,"MARC-generic--","FoursquareNYC_r4-generic-2"
1362,-1,"FoursquareNYC","generic","generic",3,1,"MARC","-",73.8486842105,0.7012768184,1326583,1326583,1326583,0,0,"False",89.8026315789,"MARC-generic--","FoursquareNYC_r4-generic-3"
1405,-1,"FoursquareNYC","generic","generic",4,1,"MARC","-",76.724137931,0.7116403797,1806411,1806411,1806411,0,0,"False",89.6551724138,"MARC-generic--","FoursquareNYC_r4-generic-4"
1447,-1,"FoursquareNYC","generic","generic",5,1,"MARC","-",78.1588447653,0.7418430498,1468673,1468673,1468673,0,0,"False",93.6823104693,"MARC-generic--","FoursquareNYC_r4-generic-5"
1490,-1,"FoursquareNYC","specific","specific",2,1,"MARC","-",98.90625,0.9828237393,754074,754074,754074,0,0,"False",99.53125,"MARC-specific--","FoursquareNYC_r4-specific-2"
1533,-1,"FoursquareNYC","specific","specific",3,1,"MARC","-",98.3552631579,0.973785167,768851,768851,768851,0,0,"False",99.3421052632,"MARC-specific--","FoursquareNYC_r4-specific-3"
1576,-1,"FoursquareNYC","specific","specific",4,1,"MARC","-",98.9655172414,0.9848918497,660266,660266,660266,0,0,"False",99.6551724138,"MARC-specific--","FoursquareNYC_r4-specific-4"
1619,-1,"FoursquareNYC","specific","specific",5,1,"MARC","-",98.916967509,0.9847684843,787301,787301,787301,0,0,"False",99.4584837545,"MARC-specific--","FoursquareNYC_r4-specific-5"
1320,1653089245,"FoursquareNYC","generic","generic",2,1,"MML","NN",79.8437476158,0.8200477362,17185958,41043.536,17227001.536,14497182,24830,"False",91.5624976158,"MML-generic-NN","FoursquareNYC_r4-generic-2"
1321,1653089245,"FoursquareNYC","generic","generic",2,1,"MML","RF",72.5,0.6667357513,17185958,3786.662,17189744.662,14497182,24830,"False",89.375,"MML-generic-RF","FoursquareNYC_r4-generic-2"
1363,1653107273,"FoursquareNYC","generic","generic",3,1,"MML","NN",75.8223712444,0.7619177699,17849323,39297.532,17888620.532,14896413,25317,"False",89.8026287556,"MML-generic-NN","FoursquareNYC_r4-generic-3"
1364,1653107273,"FoursquareNYC","generic","generic",3,1,"MML","RF",65.7894736842,0.5875647668,17849323,3702.069,17853025.069,14896413,25317,"False",88.1578947368,"MML-generic-RF","FoursquareNYC_r4-generic-3"
1406,1653126212,"FoursquareNYC","generic","generic",4,1,"MML","NN",78.1034469604,0.8017516136,18771152,39368.904,18810520.904,15138711,25688,"False",89.9999976158,"MML-generic-NN","FoursquareNYC_r4-generic-4"
1407,1653126212,"FoursquareNYC","generic","generic",4,1,"MML","RF",68.4482758621,0.6155440415,18771152,3820.466,18774972.466,15138711,25688,"False",86.5517241379,"MML-generic-RF","FoursquareNYC_r4-generic-4"
1448,1653145535,"FoursquareNYC","generic","generic",5,1,"MML","NN",79.6028852463,0.8171170354,19137889,40048.668,19177937.668,15260301,25836,"False",91.8772578239,"MML-generic-NN","FoursquareNYC_r4-generic-5"
1449,1653145535,"FoursquareNYC","generic","generic",5,1,"MML","RF",70.3971119134,0.6455440415,19137889,3799.415,19141688.415,15260301,25836,"False",89.8916967509,"MML-generic-RF","FoursquareNYC_r4-generic-5"
1491,1652354579,"FoursquareNYC","specific","specific",2,1,"MML","NN",97.8124976158,0.986094892,87833599,53111.41,87886710.41,58679070,34927,"False",99.0625023842,"MML-specific-NN","FoursquareNYC_r4-specific-2"
1492,1652354579,"FoursquareNYC","specific","specific",2,1,"MML","RF",96.71875,0.9583937824,87833599,3794.301,87837393.301,58679070,34927,"False",99.0625,"MML-specific-RF","FoursquareNYC_r4-specific-2"
1534,1652512806,"FoursquareNYC","specific","specific",3,1,"MML","NN",97.0394730568,0.984167397,89743621,45963.845,89789584.845,60295005,35449,"False",99.0131556988,"MML-specific-NN","FoursquareNYC_r4-specific-3"
1535,1652512806,"FoursquareNYC","specific","specific",3,1,"MML","RF",96.5460526316,0.9555958549,89743621,4001.681,89747622.681,60295005,35449,"False",98.8486842105,"MML-specific-RF","FoursquareNYC_r4-specific-3"
1577,1652609309,"FoursquareNYC","specific","specific",4,1,"MML","NN",96.8965530396,0.9764850736,96164141,47907.443,96212048.443,61275735,36353,"False",98.9655196667,"MML-specific-NN","FoursquareNYC_r4-specific-4"
1578,1652609309,"FoursquareNYC","specific","specific",4,1,"MML","RF",95.8620689655,0.9548186528,96164141,4008.937,96168149.937,61275735,36353,"False",98.1034482759,"MML-specific-RF","FoursquareNYC_r4-specific-4"
1620,1652705009,"FoursquareNYC","specific","specific",5,1,"MML","NN",97.6534307003,0.9803548455,95355328,46257.29,95401585.29,61767885,36225,"False",99.6389865875,"MML-specific-NN","FoursquareNYC_r4-specific-5"
1621,1652705009,"FoursquareNYC","specific","specific",5,1,"MML","RF",97.8339350181,0.9722279793,95355328,3893.042,95359221.042,61767885,36225,"False",99.2779783394,"MML-specific-RF","FoursquareNYC_r4-specific-5"
1322,-1,"FoursquareNYC","generic","category_1",2,1,"NPOI_1","-",36.25,0.2989490467,8911.48,108675.565,117587.045,0,0,"False",69.6875,"NPOI_1-category_1--","FoursquareNYC_r4-generic-2"
1365,-1,"FoursquareNYC","generic","category_1",3,1,"NPOI_1","-",34.8684210526,0.2719646302,8987.782,106662.56,115650.342,0,0,"False",68.0921052632,"NPOI_1-category_1--","FoursquareNYC_r4-generic-3"
1408,-1,"FoursquareNYC","generic","category_1",4,1,"NPOI_1","-",37.2413793103,0.2863595599,9455.393,106011.592,115466.985,0,0,"False",67.2413793103,"NPOI_1-category_1--","FoursquareNYC_r4-generic-4"
1450,-1,"FoursquareNYC","generic","category_1",5,1,"NPOI_1","-",38.2671480144,0.2959475985,8898.393,106063.152,114961.545,0,0,"False",70.036101083,"NPOI_1-category_1--","FoursquareNYC_r4-generic-5"
1493,-1,"FoursquareNYC","specific","poi_1",2,1,"NPOI_1","-",99.0625,0.9857516117,788069.458,69810.805,857880.263,0,0,"False",99.53125,"NPOI_1-poi_1--","FoursquareNYC_r4-specific-2"
1536,-1,"FoursquareNYC","specific","poi_1",3,1,"NPOI_1","-",98.3552631579,0.9722076427,808157.225,69223.465,877380.69,0,0,"False",99.5065789474,"NPOI_1-poi_1--","FoursquareNYC_r4-specific-3"
1579,-1,"FoursquareNYC","specific","poi_1",4,1,"NPOI_1","-",99.4827586207,0.9929928448,839003.461,44544.883,883548.344,0,0,"False",99.8275862069,"NPOI_1-poi_1--","FoursquareNYC_r4-specific-4"
1622,-1,"FoursquareNYC","specific","poi_1",5,1,"NPOI_1","-",98.3754512635,0.9758861748,769616.865,41398.792,811015.657,0,0,"False",99.2779783394,"NPOI_1-poi_1--","FoursquareNYC_r4-specific-5"
1323,-1,"FoursquareNYC","generic","category_1_2_3",2,1,"NPOI_1_2_3","-",39.0625,0.3021870745,8911.48,21000.775,29912.255,0,0,"False",70.15625,"NPOI_1_2_3-category_1_2_3--","FoursquareNYC_r4-generic-2"
1366,-1,"FoursquareNYC","generic","category_1_2_3",3,1,"NPOI_1_2_3","-",38.4868421053,0.3234352224,8987.782,29235.911,38223.693,0,0,"False",66.4473684211,"NPOI_1_2_3-category_1_2_3--","FoursquareNYC_r4-generic-3"
1409,-1,"FoursquareNYC","generic","category_1_2_3",4,1,"NPOI_1_2_3","-",36.8965517241,0.2880723654,9455.393,20026.914,29482.307,0,0,"False",63.9655172414,"NPOI_1_2_3-category_1_2_3--","FoursquareNYC_r4-generic-4"
1451,-1,"FoursquareNYC","generic","category_1_2_3",5,1,"NPOI_1_2_3","-",42.0577617329,0.3315716145,8898.393,23829.578,32727.971,0,0,"False",69.1335740072,"NPOI_1_2_3-category_1_2_3--","FoursquareNYC_r4-generic-5"
1494,-1,"FoursquareNYC","specific","poi_1_2_3",2,1,"NPOI_1_2_3","-",99.0625,0.9849329715,788069.458,772096.444,1560165.902,0,0,"False",99.6875,"NPOI_1_2_3-poi_1_2_3--","FoursquareNYC_r4-specific-2"
1537,-1,"FoursquareNYC","specific","poi_1_2_3",3,1,"NPOI_1_2_3","-",97.0394736842,0.9588001952,808157.225,915863.379,1724020.604,0,0,"False",99.1776315789,"NPOI_1_2_3-poi_1_2_3--","FoursquareNYC_r4-specific-3"
1580,-1,"FoursquareNYC","specific","poi_1_2_3",4,1,"NPOI_1_2_3","-",98.6206896552,0.9794764246,839003.461,675942.963,1514946.424,0,0,"False",99.4827586207,"NPOI_1_2_3-poi_1_2_3--","FoursquareNYC_r4-specific-4"
1623,-1,"FoursquareNYC","specific","poi_1_2_3",5,1,"NPOI_1_2_3","-",98.3754512635,0.976589674,769616.865,688116.617,1457733.482,0,0,"False",99.2779783394,"NPOI_1_2_3-poi_1_2_3--","FoursquareNYC_r4-specific-5"
1324,-1,"FoursquareNYC","generic","category_2",2,1,"NPOI_2","-",41.71875,0.3511417401,8911.48,34475.278,43386.758,0,0,"False",72.1875,"NPOI_2-category_2--","FoursquareNYC_r4-generic-2"
1367,-1,"FoursquareNYC","generic","category_2",3,1,"NPOI_2","-",40.4605263158,0.3431209533,8987.782,43357.495,52345.277,0,0,"False",68.5855263158,"NPOI_2-category_2--","FoursquareNYC_r4-generic-3"
1410,-1,"FoursquareNYC","generic","category_2",4,1,"NPOI_2","-",40.3448275862,0.3239528904,9455.393,34211.722,43667.115,0,0,"False",65.3448275862,"NPOI_2-category_2--","FoursquareNYC_r4-generic-4"
1452,-1,"FoursquareNYC","generic","category_2",5,1,"NPOI_2","-",44.2238267148,0.3649115929,8898.393,59489.106,68387.499,0,0,"False",69.8555956679,"NPOI_2-category_2--","FoursquareNYC_r4-generic-5"
1495,-1,"FoursquareNYC","specific","poi_2",2,1,"NPOI_2","-",91.09375,0.9044650801,788069.458,208635.988,996705.446,0,0,"False",92.34375,"NPOI_2-poi_2--","FoursquareNYC_r4-specific-2"
1538,-1,"FoursquareNYC","specific","poi_2",3,1,"NPOI_2","-",90.7894736842,0.8949990495,808157.225,174113.854,982271.079,0,0,"False",92.2697368421,"NPOI_2-poi_2--","FoursquareNYC_r4-specific-3"
1581,-1,"FoursquareNYC","specific","poi_2",4,1,"NPOI_2","-",89.4827586207,0.8960961906,839003.461,176885.053,1015888.514,0,0,"False",91.0344827586,"NPOI_2-poi_2--","FoursquareNYC_r4-specific-4"
1624,-1,"FoursquareNYC","specific","poi_2",5,1,"NPOI_2","-",90.9747292419,0.9091777537,769616.865,176346.09,945962.955,0,0,"False",91.8772563177,"NPOI_2-poi_2--","FoursquareNYC_r4-specific-5"
1325,-1,"FoursquareNYC","generic","category_3",2,1,"NPOI_3","-",39.0625,0.3252300564,8911.48,25332.959,34244.439,0,0,"False",67.96875,"NPOI_3-category_3--","FoursquareNYC_r4-generic-2"
1368,-1,"FoursquareNYC","generic","category_3",3,1,"NPOI_3","-",36.8421052632,0.2973639981,8987.782,25079.853,34067.635,0,0,"False",64.6381578947,"NPOI_3-category_3--","FoursquareNYC_r4-generic-3"
1411,-1,"FoursquareNYC","generic","category_3",4,1,"NPOI_3","-",36.0344827586,0.2851440672,9455.393,25965.233,35420.626,0,0,"False",62.9310344828,"NPOI_3-category_3--","FoursquareNYC_r4-generic-4"
1453,-1,"FoursquareNYC","generic","category_3",5,1,"NPOI_3","-",37.1841155235,0.2933921486,8898.393,38795.121,47693.514,0,0,"False",63.7184115523,"NPOI_3-category_3--","FoursquareNYC_r4-generic-5"
1496,-1,"FoursquareNYC","specific","poi_3",2,1,"NPOI_3","-",68.4375,0.6752841683,788069.458,245489.041,1033558.499,0,0,"False",69.0625,"NPOI_3-poi_3--","FoursquareNYC_r4-specific-2"
1539,-1,"FoursquareNYC","specific","poi_3",3,1,"NPOI_3","-",63.3223684211,0.617375936,808157.225,225667.464,1033824.689,0,0,"False",64.9671052632,"NPOI_3-poi_3--","FoursquareNYC_r4-specific-3"
1582,-1,"FoursquareNYC","specific","poi_3",4,1,"NPOI_3","-",62.5862068966,0.6308692021,839003.461,206839.936,1045843.397,0,0,"False",65,"NPOI_3-poi_3--","FoursquareNYC_r4-specific-4"
1625,-1,"FoursquareNYC","specific","poi_3",5,1,"NPOI_3","-",66.4259927798,0.6655266438,769616.865,221891.175,991508.04,0,0,"False",68.7725631769,"NPOI_3-poi_3--","FoursquareNYC_r4-specific-5"
1326,1653174616,"FoursquareNYC","generic","generic",2,1,"RL","NN",76.7187476158,0.7721098065,9621770,42889.579,9664659.579,1450681,27110,"False",89.3750011921,"RL-generic-NN","FoursquareNYC_r4-generic-2"
1327,1653174616,"FoursquareNYC","generic","generic",2,1,"RL","RF",66.5625,0.5900518135,9621770,3637.645,9625407.645,1450681,27110,"False",82.65625,"RL-generic-RF","FoursquareNYC_r4-generic-2"
1369,1653184810,"FoursquareNYC","generic","generic",3,1,"RL","NN",74.1776287556,0.7229502201,9996726,42368.239,10039094.239,1490615,27492,"False",88.3223712444,"RL-generic-NN","FoursquareNYC_r4-generic-3"
1370,1653184810,"FoursquareNYC","generic","generic",3,1,"RL","RF",62.6644736842,0.5455958549,9996726,3716.825,10000442.825,1490615,27492,"False",82.0723684211,"RL-generic-RF","FoursquareNYC_r4-generic-3"
1412,1653194808,"FoursquareNYC","generic","generic",4,1,"RL","NN",73.4482765198,0.7644489408,9797164,40958.904,9838122.904,1514846,27938,"False",89.3103420734,"RL-generic-NN","FoursquareNYC_r4-generic-4"
1413,1653194808,"FoursquareNYC","generic","generic",4,1,"RL","RF",66.8965517241,0.6056476684,9797164,3794.112,9800958.112,1514846,27938,"False",84.4827586207,"RL-generic-RF","FoursquareNYC_r4-generic-4"
1454,1653205342,"FoursquareNYC","generic","generic",5,1,"RL","NN",75.9927809238,0.7764310837,10330244,41755.071,10371999.071,1527027,28121,"False",91.1552369595,"RL-generic-NN","FoursquareNYC_r4-generic-5"
1455,1653205342,"FoursquareNYC","generic","generic",5,1,"RL","RF",65.8844765343,0.5738860104,10330244,3650.07,10333894.07,1527027,28121,"False",83.5740072202,"RL-generic-RF","FoursquareNYC_r4-generic-5"
1497,1652779869,"FoursquareNYC","specific","specific",2,1,"RL","NN",98.7500011921,0.9892627597,50682034,47487.878,50729521.878,5868165,36528,"False",99.6874988079,"RL-specific-NN","FoursquareNYC_r4-specific-2"
1498,1652779869,"FoursquareNYC","specific","specific",2,1,"RL","RF",97.34375,0.9686010363,50682034,4067.894,50686101.894,5868165,36528,"False",99.375,"RL-specific-RF","FoursquareNYC_r4-specific-2"
1540,1652828419,"FoursquareNYC","specific","specific",3,1,"RL","NN",98.3552634716,0.9899148941,48197244,47596.843,48244840.843,6029767,37058,"False",99.6710538864,"RL-specific-NN","FoursquareNYC_r4-specific-3"
1541,1652828419,"FoursquareNYC","specific","specific",3,1,"RL","RF",96.875,0.958238342,48197244,4260.189,48201504.189,6029767,37058,"False",99.0131578947,"RL-specific-RF","FoursquareNYC_r4-specific-3"
1583,1652881777,"FoursquareNYC","specific","specific",4,1,"RL","NN",98.1034457684,0.9806480408,52969431,45628.242,53015059.242,6127844,38098,"False",99.3103444576,"RL-specific-NN","FoursquareNYC_r4-specific-4"
1584,1652881777,"FoursquareNYC","specific","specific",4,1,"RL","RF",96.5517241379,0.9585492228,52969431,4060.255,52973491.255,6127844,38098,"False",98.9655172414,"RL-specific-RF","FoursquareNYC_r4-specific-4"
1626,1652933344,"FoursquareNYC","specific","specific",5,1,"RL","NN",99.0974724293,0.9912293553,51179775,49141.847,51228916.847,6177058,38012,"False",100,"RL-specific-NN","FoursquareNYC_r4-specific-5"
1627,1652933344,"FoursquareNYC","specific","specific",5,1,"RL","RF",98.1949458484,0.9774611399,51179775,5097.031,51184872.031,6177058,38012,"False",99.8194945848,"RL-specific-RF","FoursquareNYC_r4-specific-5"
1353,1673185346.25979,"FoursquareNYC","generic","generic",2,1,"TRF","-",21.5,0.1488931296,5960568.856,5960568.856,5960568.856,0,0,"False",0,"TRF-generic--","FoursquareNYC_r4-generic-2"
1396,1673191312.93023,"FoursquareNYC","generic","generic",3,1,"TRF","-",19.5230263158,0.1147766082,5951588.644,5951588.644,5951588.644,0,0,"False",0,"TRF-generic--","FoursquareNYC_r4-generic-3"
1439,1673197251.06682,"FoursquareNYC","generic","generic",4,1,"TRF","-",20.0172413793,0.1187535713,5923067.662,5923067.662,5923067.662,0,0,"False",0,"TRF-generic--","FoursquareNYC_r4-generic-4"
1481,1673203195.64735,"FoursquareNYC","generic","generic",5,1,"TRF","-",20.8844765343,0.1348710882,5929043.205,5929043.205,5929043.205,0,0,"False",0,"TRF-generic--","FoursquareNYC_r4-generic-5"
1524,1671584449.21596,"FoursquareNYC","specific","specific",2,1,"TRF","-",50.46875,0.4287855062,5590723.786,5590723.786,5590723.786,0,0,"False",0,"TRF-specific--","FoursquareNYC_r4-specific-2"
1567,1671589700.39793,"FoursquareNYC","specific","specific",3,1,"TRF","-",49.6381578947,0.4129206236,5235370.774,5235370.774,5235370.774,0,0,"False",0,"TRF-specific--","FoursquareNYC_r4-specific-3"
1610,1671594949.71832,"FoursquareNYC","specific","specific",4,1,"TRF","-",49.1724137931,0.4012488186,5233562.821,5233562.821,5233562.821,0,0,"False",0,"TRF-specific--","FoursquareNYC_r4-specific-4"
1653,1671600181.98107,"FoursquareNYC","specific","specific",5,1,"TRF","-",55.2888086643,0.4761069861,5215920.9,5215920.9,5215920.9,0,0,"False",0,"TRF-specific--","FoursquareNYC_r4-specific-5"
1354,1673259124.99627,"FoursquareNYC","generic","generic",2,1,"TXGB","-",15.71875,0.1269070942,55914785.528,55914785.528,55914785.528,0,0,"False",0,"TXGB-generic--","FoursquareNYC_r4-generic-2"
1397,1673399679.07819,"FoursquareNYC","generic","generic",3,1,"TXGB","-",16.9736842105,0.1284282684,140539290.426,140539290.426,140539290.426,0,0,"False",0,"TXGB-generic--","FoursquareNYC_r4-generic-3"
1440,1673544613.72718,"FoursquareNYC","generic","generic",4,1,"TXGB","-",17.275862069,0.1218141925,144918846.87,144918846.87,144918846.87,0,0,"False",0,"TXGB-generic--","FoursquareNYC_r4-generic-4"
1482,1673639594.46423,"FoursquareNYC","generic","generic",5,1,"TXGB","-",18.9350180505,0.1372860127,94965221.102,94965221.102,94965221.102,0,0,"False",0,"TXGB-generic--","FoursquareNYC_r4-generic-5"
1525,1671903191.37474,"FoursquareNYC","specific","specific",2,1,"TXGB","-",46.78125,0.3910380964,68098423.545,68098423.545,68098423.545,0,0,"False",0,"TXGB-specific--","FoursquareNYC_r4-specific-2"
1568,1671971588.7589,"FoursquareNYC","specific","specific",3,1,"TXGB","-",45.8881578947,0.3707792285,68381772.624,68381772.624,68381772.624,0,0,"False",0,"TXGB-specific--","FoursquareNYC_r4-specific-3"
1611,1672040951.28912,"FoursquareNYC","specific","specific",4,1,"TXGB","-",46.0862068966,0.3775824214,69346574.186,69346574.186,69346574.186,0,0,"False",0,"TXGB-specific--","FoursquareNYC_r4-specific-4"
1654,1672713885.38509,"FoursquareNYC","specific","specific",5,1,"TXGB","-",48.4115523466,0.3984008981,143791463.977,143791463.977,143791463.977,0,0,"False",0,"TXGB-specific--","FoursquareNYC_r4-specific-5"
1355,1658618187,"FoursquareNYC","generic","generic",2,1,"U","NN",77.1875023842,0.7530819774,2985246,66053.033,3051299.033,787208,52678,"False",90.4687523842,"U-generic-NN","FoursquareNYC_r4-generic-2"
1356,1658618187,"FoursquareNYC","generic","generic",2,1,"U","RF",65.3125,0.5873056995,2985246,4345.057,2989591.057,787208,52678,"False",84.375,"U-generic-RF","FoursquareNYC_r4-generic-2"
1398,1658621852,"FoursquareNYC","generic","generic",3,1,"U","NN",73.026317358,0.6925621033,3133604,65637.416,3199241.416,816925,53938,"False",87.9934191704,"U-generic-NN","FoursquareNYC_r4-generic-3"
1399,1658621852,"FoursquareNYC","generic","generic",3,1,"U","RF",60.3618421053,0.5192227979,3133604,4580.548,3138184.548,816925,53938,"False",79.4407894737,"U-generic-RF","FoursquareNYC_r4-generic-3"
1441,1658625584,"FoursquareNYC","generic","generic",4,1,"U","NN",74.1379320621,0.7593023181,3198954,64244.912,3263198.912,827347,54856,"False",87.2413814068,"U-generic-NN","FoursquareNYC_r4-generic-4"
1442,1658625584,"FoursquareNYC","generic","generic",4,1,"U","RF",65.1724137931,0.5758031088,3198954,4494.22,3203448.22,827347,54856,"False",83.6206896552,"U-generic-RF","FoursquareNYC_r4-generic-4"
1483,1658629440,"FoursquareNYC","generic","generic",5,1,"U","NN",75.6317675114,0.7658956647,3308689,65623.696,3374312.696,835170,55246,"False",90.0722026825,"U-generic-NN","FoursquareNYC_r4-generic-5"
1484,1658629440,"FoursquareNYC","generic","generic",5,1,"U","RF",66.0649819495,0.5994818653,3308689,4392.753,3313081.753,835170,55246,"False",85.9205776173,"U-generic-RF","FoursquareNYC_r4-generic-5"
